city,key,time,inc_quart,inc_quart_legend_label,atusmd_ratio,
Boston,0,0:00,Q1,Q1 (Low),0.097953961,
Boston,1,1:00,Q1,Q1 (Low),0.188509226,
Boston,2,2:00,Q1,Q1 (Low),0.260098256,
Boston,3,3:00,Q1,Q1 (Low),0.095735083,
Boston,4,4:00,Q1,Q1 (Low),0,
Boston,5,5:00,Q1,Q1 (Low),0,
Boston,6,6:00,Q1,Q1 (Low),0.11841804,
Boston,7,7:00,Q1,Q1 (Low),0.166745838,
Boston,8,8:00,Q1,Q1 (Low),0.230885094,
Boston,9,9:00,Q1,Q1 (Low),0.311203965,
Boston,10,10:00,Q1,Q1 (Low),0.383553866,
Boston,11,11:00,Q1,Q1 (Low),0.358038515,
Boston,12,12:00,Q1,Q1 (Low),0.608003454,
Boston,13,13:00,Q1,Q1 (Low),0.54300875,
Boston,14,14:00,Q1,Q1 (Low),0.558005525,
Boston,15,15:00,Q1,Q1 (Low),0.465784125,
Boston,16,16:00,Q1,Q1 (Low),0.552371323,
Boston,17,17:00,Q1,Q1 (Low),0.568470392,
Boston,18,18:00,Q1,Q1 (Low),0.828538734,
Boston,19,19:00,Q1,Q1 (Low),0.850892984,
Boston,20,20:00,Q1,Q1 (Low),0.699396115,
Boston,21,21:00,Q1,Q1 (Low),0.326670883,
Boston,22,22:00,Q1,Q1 (Low),0.283695995,
Boston,23,23:00,Q1,Q1 (Low),0.330508854,
Boston,0,0:00,Q2,Q2,0.005326653,
Boston,1,1:00,Q2,Q2,0,
Boston,2,2:00,Q2,Q2,0,
Boston,3,3:00,Q2,Q2,0,
Boston,4,4:00,Q2,Q2,0.245269986,
Boston,5,5:00,Q2,Q2,0.053473307,
Boston,6,6:00,Q2,Q2,0.329604048,
Boston,7,7:00,Q2,Q2,0.403573597,
Boston,8,8:00,Q2,Q2,0.301898337,
Boston,9,9:00,Q2,Q2,0.378557685,
Boston,10,10:00,Q2,Q2,0.67972757,
Boston,11,11:00,Q2,Q2,0.85551271,
Boston,12,12:00,Q2,Q2,0.553173514,
Boston,13,13:00,Q2,Q2,0.53480296,
Boston,14,14:00,Q2,Q2,0.701622591,
Boston,15,15:00,Q2,Q2,0.478819315,
Boston,16,16:00,Q2,Q2,0.553546736,
Boston,17,17:00,Q2,Q2,0.64739095,
Boston,18,18:00,Q2,Q2,0.924861943,
Boston,19,19:00,Q2,Q2,1.055640645,
Boston,20,20:00,Q2,Q2,0.616540284,
Boston,21,21:00,Q2,Q2,0.247022395,
Boston,22,22:00,Q2,Q2,0.21210355,
Boston,23,23:00,Q2,Q2,0.098268519,
Boston,0,0:00,Q3,Q3,0.203440772,
Boston,1,1:00,Q3,Q3,0.369872329,
Boston,2,2:00,Q3,Q3,0.513610128,
Boston,3,3:00,Q3,Q3,0.314297712,
Boston,4,4:00,Q3,Q3,0,
Boston,5,5:00,Q3,Q3,0,
Boston,6,6:00,Q3,Q3,0.411895605,
Boston,7,7:00,Q3,Q3,0.595030472,
Boston,8,8:00,Q3,Q3,0.179582062,
Boston,9,9:00,Q3,Q3,0.448593236,
Boston,10,10:00,Q3,Q3,0.328059212,
Boston,11,11:00,Q3,Q3,0.460593974,
Boston,12,12:00,Q3,Q3,0.863001731,
Boston,13,13:00,Q3,Q3,1.078172997,
Boston,14,14:00,Q3,Q3,0.7701894,
Boston,15,15:00,Q3,Q3,0.496039577,
Boston,16,16:00,Q3,Q3,0.421412142,
Boston,17,17:00,Q3,Q3,0.453214361,
Boston,18,18:00,Q3,Q3,1.293091826,
Boston,19,19:00,Q3,Q3,0.882442022,
Boston,20,20:00,Q3,Q3,0.661192012,
Boston,21,21:00,Q3,Q3,0.511302603,
Boston,22,22:00,Q3,Q3,0.199612257,
Boston,23,23:00,Q3,Q3,0.162969888,
Boston,0,0:00,Q4,Q4 (High),0.374528516,
Boston,1,1:00,Q4,Q4 (High),0.340536084,
Boston,2,2:00,Q4,Q4 (High),0,
Boston,3,3:00,Q4,Q4 (High),0,
Boston,4,4:00,Q4,Q4 (High),0,
Boston,5,5:00,Q4,Q4 (High),0.145622138,
Boston,6,6:00,Q4,Q4 (High),0.163514875,
Boston,7,7:00,Q4,Q4 (High),0.227624859,
Boston,8,8:00,Q4,Q4 (High),0.162786133,
Boston,9,9:00,Q4,Q4 (High),0.65313412,
Boston,10,10:00,Q4,Q4 (High),0.436707967,
Boston,11,11:00,Q4,Q4 (High),0.742443918,
Boston,12,12:00,Q4,Q4 (High),1.246425134,
Boston,13,13:00,Q4,Q4 (High),1.107433837,
Boston,14,14:00,Q4,Q4 (High),0.514706041,
Boston,15,15:00,Q4,Q4 (High),0.345830333,
Boston,16,16:00,Q4,Q4 (High),0.602377131,
Boston,17,17:00,Q4,Q4 (High),0.602501426,
Boston,18,18:00,Q4,Q4 (High),0.90868642,
Boston,19,19:00,Q4,Q4 (High),1.230680148,
Boston,20,20:00,Q4,Q4 (High),1.024511893,
Boston,21,21:00,Q4,Q4 (High),0.546674029,
Boston,22,22:00,Q4,Q4 (High),0.515537204,
Boston,23,23:00,Q4,Q4 (High),0.280818227,
Chicago,0,0:00,Q1,Q1 (Low),0.137845676,
Chicago,1,1:00,Q1,Q1 (Low),0.203277309,
Chicago,2,2:00,Q1,Q1 (Low),0.226953746,
Chicago,3,3:00,Q1,Q1 (Low),0.086303694,
Chicago,4,4:00,Q1,Q1 (Low),0,
Chicago,5,5:00,Q1,Q1 (Low),0,
Chicago,6,6:00,Q1,Q1 (Low),0.181445197,
Chicago,7,7:00,Q1,Q1 (Low),0.227583606,
Chicago,8,8:00,Q1,Q1 (Low),0.320011741,
Chicago,9,9:00,Q1,Q1 (Low),0.42246866,
Chicago,10,10:00,Q1,Q1 (Low),0.476598416,
Chicago,11,11:00,Q1,Q1 (Low),0.445182223,
Chicago,12,12:00,Q1,Q1 (Low),0.799186312,
Chicago,13,13:00,Q1,Q1 (Low),0.718265803,
Chicago,14,14:00,Q1,Q1 (Low),0.713033514,
Chicago,15,15:00,Q1,Q1 (Low),0.576162109,
Chicago,16,16:00,Q1,Q1 (Low),0.676409467,
Chicago,17,17:00,Q1,Q1 (Low),0.705571553,
Chicago,18,18:00,Q1,Q1 (Low),1.11491901,
Chicago,19,19:00,Q1,Q1 (Low),1.155330279,
Chicago,20,20:00,Q1,Q1 (Low),0.981761891,
Chicago,21,21:00,Q1,Q1 (Low),0.472301894,
Chicago,22,22:00,Q1,Q1 (Low),0.410595795,
Chicago,23,23:00,Q1,Q1 (Low),0.476549287,
Chicago,0,0:00,Q2,Q2,0.008752146,
Chicago,1,1:00,Q2,Q2,0,
Chicago,2,2:00,Q2,Q2,0,
Chicago,3,3:00,Q2,Q2,0,
Chicago,4,4:00,Q2,Q2,0.302363749,
Chicago,5,5:00,Q2,Q2,0.086986696,
Chicago,6,6:00,Q2,Q2,0.388418693,
Chicago,7,7:00,Q2,Q2,0.554288851,
Chicago,8,8:00,Q2,Q2,0.426433801,
Chicago,9,9:00,Q2,Q2,0.524857379,
Chicago,10,10:00,Q2,Q2,0.878730268,
Chicago,11,11:00,Q2,Q2,1.066448698,
Chicago,12,12:00,Q2,Q2,0.733330343,
Chicago,13,13:00,Q2,Q2,0.746572596,
Chicago,14,14:00,Q2,Q2,1.013367022,
Chicago,15,15:00,Q2,Q2,0.699888315,
Chicago,16,16:00,Q2,Q2,0.819453627,
Chicago,17,17:00,Q2,Q2,0.947763318,
Chicago,18,18:00,Q2,Q2,1.389361633,
Chicago,19,19:00,Q2,Q2,1.69287059,
Chicago,20,20:00,Q2,Q2,1.063721474,
Chicago,21,21:00,Q2,Q2,0.469286778,
Chicago,22,22:00,Q2,Q2,0.429411806,
Chicago,23,23:00,Q2,Q2,0.184051553,
Chicago,0,0:00,Q3,Q3,0.374240603,
Chicago,1,1:00,Q3,Q3,0.501224887,
Chicago,2,2:00,Q3,Q3,0.571174745,
Chicago,3,3:00,Q3,Q3,0.269583633,
Chicago,4,4:00,Q3,Q3,0,
Chicago,5,5:00,Q3,Q3,0,
Chicago,6,6:00,Q3,Q3,0.541064496,
Chicago,7,7:00,Q3,Q3,0.764723515,
Chicago,8,8:00,Q3,Q3,0.225339421,
Chicago,9,9:00,Q3,Q3,0.572681287,
Chicago,10,10:00,Q3,Q3,0.426999371,
Chicago,11,11:00,Q3,Q3,0.568346607,
Chicago,12,12:00,Q3,Q3,1.121142164,
Chicago,13,13:00,Q3,Q3,1.512277599,
Chicago,14,14:00,Q3,Q3,1.125765506,
Chicago,15,15:00,Q3,Q3,0.730926427,
Chicago,16,16:00,Q3,Q3,0.610425765,
Chicago,17,17:00,Q3,Q3,0.690857677,
Chicago,18,18:00,Q3,Q3,2.036087191,
Chicago,19,19:00,Q3,Q3,1.449733214,
Chicago,20,20:00,Q3,Q3,1.194735515,
Chicago,21,21:00,Q3,Q3,0.997145396,
Chicago,22,22:00,Q3,Q3,0.405453317,
Chicago,23,23:00,Q3,Q3,0.329400717,
Chicago,0,0:00,Q4,Q4 (High),0.658718729,
Chicago,1,1:00,Q4,Q4 (High),0.503633812,
Chicago,2,2:00,Q4,Q4 (High),0,
Chicago,3,3:00,Q4,Q4 (High),0,
Chicago,4,4:00,Q4,Q4 (High),0,
Chicago,5,5:00,Q4,Q4 (High),0.17387658,
Chicago,6,6:00,Q4,Q4 (High),0.227295717,
Chicago,7,7:00,Q4,Q4 (High),0.33471352,
Chicago,8,8:00,Q4,Q4 (High),0.225213744,
Chicago,9,9:00,Q4,Q4 (High),0.849732788,
Chicago,10,10:00,Q4,Q4 (High),0.512506174,
Chicago,11,11:00,Q4,Q4 (High),0.840580016,
Chicago,12,12:00,Q4,Q4 (High),1.506776798,
Chicago,13,13:00,Q4,Q4 (High),1.437006352,
Chicago,14,14:00,Q4,Q4 (High),0.681555264,
Chicago,15,15:00,Q4,Q4 (High),0.458128663,
Chicago,16,16:00,Q4,Q4 (High),0.808735005,
Chicago,17,17:00,Q4,Q4 (High),0.832841581,
Chicago,18,18:00,Q4,Q4 (High),1.310192267,
Chicago,19,19:00,Q4,Q4 (High),1.875346382,
Chicago,20,20:00,Q4,Q4 (High),1.67898822,
Chicago,21,21:00,Q4,Q4 (High),0.936516874,
Chicago,22,22:00,Q4,Q4 (High),0.963119717,
Chicago,23,23:00,Q4,Q4 (High),0.532686677,
Dallas,0,0:00,Q1,Q1 (Low),0.155221391,
Dallas,1,1:00,Q1,Q1 (Low),0.235070952,
Dallas,2,2:00,Q1,Q1 (Low),0.283844715,
Dallas,3,3:00,Q1,Q1 (Low),0.102791606,
Dallas,4,4:00,Q1,Q1 (Low),0,
Dallas,5,5:00,Q1,Q1 (Low),0,
Dallas,6,6:00,Q1,Q1 (Low),0.191348605,
Dallas,7,7:00,Q1,Q1 (Low),0.242999186,
Dallas,8,8:00,Q1,Q1 (Low),0.357241302,
Dallas,9,9:00,Q1,Q1 (Low),0.496018221,
Dallas,10,10:00,Q1,Q1 (Low),0.538746591,
Dallas,11,11:00,Q1,Q1 (Low),0.429959602,
Dallas,12,12:00,Q1,Q1 (Low),0.686730181,
Dallas,13,13:00,Q1,Q1 (Low),0.654897917,
Dallas,14,14:00,Q1,Q1 (Low),0.711299174,
Dallas,15,15:00,Q1,Q1 (Low),0.583355372,
Dallas,16,16:00,Q1,Q1 (Low),0.671178674,
Dallas,17,17:00,Q1,Q1 (Low),0.666751769,
Dallas,18,18:00,Q1,Q1 (Low),1.016973751,
Dallas,19,19:00,Q1,Q1 (Low),1.015137754,
Dallas,20,20:00,Q1,Q1 (Low),0.848283658,
Dallas,21,21:00,Q1,Q1 (Low),0.420203277,
Dallas,22,22:00,Q1,Q1 (Low),0.385841206,
Dallas,23,23:00,Q1,Q1 (Low),0.485643647,
Dallas,0,0:00,Q2,Q2,0.00840341,
Dallas,1,1:00,Q2,Q2,0,
Dallas,2,2:00,Q2,Q2,0,
Dallas,3,3:00,Q2,Q2,0,
Dallas,4,4:00,Q2,Q2,0.319716039,
Dallas,5,5:00,Q2,Q2,0.082021714,
Dallas,6,6:00,Q2,Q2,0.387854578,
Dallas,7,7:00,Q2,Q2,0.578866586,
Dallas,8,8:00,Q2,Q2,0.4462511,
Dallas,9,9:00,Q2,Q2,0.563467277,
Dallas,10,10:00,Q2,Q2,0.92113351,
Dallas,11,11:00,Q2,Q2,0.943296518,
Dallas,12,12:00,Q2,Q2,0.59193262,
Dallas,13,13:00,Q2,Q2,0.637454419,
Dallas,14,14:00,Q2,Q2,0.92842885,
Dallas,15,15:00,Q2,Q2,0.657179302,
Dallas,16,16:00,Q2,Q2,0.774060179,
Dallas,17,17:00,Q2,Q2,0.888119103,
Dallas,18,18:00,Q2,Q2,1.22552787,
Dallas,19,19:00,Q2,Q2,1.388424288,
Dallas,20,20:00,Q2,Q2,0.853344864,
Dallas,21,21:00,Q2,Q2,0.389769741,
Dallas,22,22:00,Q2,Q2,0.36722188,
Dallas,23,23:00,Q2,Q2,0.162422459,
Dallas,0,0:00,Q3,Q3,0.373760807,
Dallas,1,1:00,Q3,Q3,0.527231673,
Dallas,2,2:00,Q3,Q3,0.677080464,
Dallas,3,3:00,Q3,Q3,0.328814966,
Dallas,4,4:00,Q3,Q3,0,
Dallas,5,5:00,Q3,Q3,0,
Dallas,6,6:00,Q3,Q3,0.507970709,
Dallas,7,7:00,Q3,Q3,0.78005652,
Dallas,8,8:00,Q3,Q3,0.237172837,
Dallas,9,9:00,Q3,Q3,0.613660034,
Dallas,10,10:00,Q3,Q3,0.444520197,
Dallas,11,11:00,Q3,Q3,0.491755889,
Dallas,12,12:00,Q3,Q3,0.899823058,
Dallas,13,13:00,Q3,Q3,1.293074913,
Dallas,14,14:00,Q3,Q3,1.043460355,
Dallas,15,15:00,Q3,Q3,0.680305105,
Dallas,16,16:00,Q3,Q3,0.574299007,
Dallas,17,17:00,Q3,Q3,0.622906775,
Dallas,18,18:00,Q3,Q3,1.715188287,
Dallas,19,19:00,Q3,Q3,1.14269413,
Dallas,20,20:00,Q3,Q3,0.92100897,
Dallas,21,21:00,Q3,Q3,0.800516753,
